Nguồn,Ngày đăng,Tiêu đề,URL,Nội dung (đầy đủ),Nhãn (0/1/2)
freightwaves.com,2023-04-13,Furniture companies still paying for the supply chain crisis,https://www.freightwaves.com/news/furniture-companies-still-paying-for-the-supply-chain-crisis,"In 2021, I bought on Amazon a zesty asymmetrical mirror from a brand called “BIKARSOUL.” I paid $141.53 on Feb. 27 of that year. As I gleefully bought mirrors, nightstands and more for my new apartment in the months to follow, I was helping to contribute to a supply chain issue that’s still hanging over the heads of furniture makers. Moving a container from East Asia to the U.S. on the spot market typically costs around $1,000 to $2,000. That’s economical for the furniture industry, which, over the past few decades, has become increasingly reliant on factories in Asia to make everything from mattresses to dining tables. Something strange emerged toward the end of 2020, as FreightWaves readers know well. The cost of a container shot up like a meme stock, with spot rates eventually hitting tenfold their usual cost. According to the Freightos Baltic Daily Index, at its peak in early September 2021, moving a container on the spot market from East Asia to the west coast of North America cost just over $20,000. Two years prior, pre-coronavirus, that same move was priced at under $1,600. Compared to 2021, furniture manufacturers are enjoying much, much lower transportation costs. But, furniture insiders told FreightWaves the cost of materials has remained high. Labor has become more expensive as well. Furniture brands have also had to slash sticker prices as demand slumps. Other industries, ranging from food to airlines, enjoyed elevated profits in 2022. Their prices were elevated from years past, but their costs had started to sink. Not so for the furniture industry. (By the way, none of the bulleted companies responded to a FreightWaves request for comment.): The annual report of Purple, a mattress company, stated something that echoed across the home furnishings space: “In 2022, our gross profit and results of operations were adversely affected by elevated levels of materials, labor and freight costs and lower demand levels.” Here’s what happened, in case you just want the high-level view: You, me and the guy who lives under the biggest rock in the entire world know this story, but again I will tell it. In March 2020, when the world was shutting down in what was then called the novel coronavirus, furniture manufacturers assumed they would be out of commission for a while. Instead, just a few months later, bored consumers started buying a lot of stuff, especially furniture. It was very chaotic, as longtime furniture analyst Jerry Epperson told FreightWaves. “Many of our stores had canceled orders,” said Epperson, who is managing director of investment bank Mann, Armistead & Epperson. “They didn’t know what was going to happen. Factories were closed and we had to get everybody cranked back up again. The demand so greatly exceeded our ability to meet it.” In some cases, Epperson said, factories in Asia had reopened, but those countries’ ports hadn’t opened. Reasonably, furniture brands started ordering tons to ensure they had decent inventory for what seemed like a bottomless hunger for more furniture. Within months, though, the cost of importing that furniture became untenable. The sudden uptick in costs, including freight and materials, caught brands by surprise. Ken Smith, a longtime accountant in the furniture industry, said some producers tried to ask their buyers for a price increase — and many refused. “A lot of people lost a lot of profitability by staying with their original pricing,” said Smith, partner at accounting firm Smith Leonard. “That’s one of the things that hurt so many companies, especially those that were importers. You were taking orders right and left, and freight rates were going up like crazy. You weren’t pricing those goods expecting freight rates to do what they did.” Just about everything we buy that’s manufactured overseas comes to the U.S. in a 40-foot ocean container. It’s trickier packing one of these containers with sofas than, say, socks. Sofas are a lot heavier and bigger. They don’t compress like socks do. You’ll likely run out of space or weight pretty quickly in one of these containers. And with low-cost wares, like my asymmetrical mirror, that means some furniture companies were paying more to ship their containers than what the actual stuff in the containers was worth. Price increases came soon after. After that, it was a highly profitable time for the furniture industry, which tends to not be so lucrative. One key reason for the uptick in furniture sales was the fact that people were buying new homes and even building homes. Such sales sharply curtailed in early 2022 as the Federal Reserve began raising interest rates to combat inflation. That plummeting demand ended the party for the furniture industry — and with a massive hangover in the form of an inventory glut. Americans seemed to order more and more stuff, and manufacturers and retailers provided. In early 2022, they stopped pretty much all of the sudden. Furniture and home furnishing sales dipped by 8.0% in the first quarter of 2022, while retail trade more broadly decreased by 0.6%, adjusted for inflation, according to the U.S. Bureau of Economic Analysis. In total, furniture sales declined by 7.4% in 2022, compared to 0.9% for all retail sales. “Everybody knew it wasn’t going to last, but 2022 fell off somewhat unexpectedly — maybe a little more than what we thought,” Smith said. That left furniture brands with an absurd amount of inventory. That inventory could have been stocked in warehouses or left in containers in a Chicago railyard or Los Angeles terminal. Inventory levels popped by 40%-50% year over year in certain months of 2022, Smith said. It costs money to keep all that inventory stored, which dragged down the industry’s margins in 2022. In an October report, Morgan Stanley highlighted home goods companies like Williams-Sonoma as ones that were particularly at risk for elevated inventory and depleted sales. “It’s sleeping money sitting in the warehouse,” Mike Padjen, vice president at American Home Furnishings Alliance, a trade group, told FreightWaves. In January 2023, Smith’s survey found that inventory levels were 20% higher than at the same time last year but down from the previous month. Consumers are still buying perishable goods at a regular clip, but they’ve largely turned away from durable goods, like furniture, in the past year. “I thought we’d be pretty well through [the inventory] by the end of 2022,” Epperson said. “But we are not. It’s still a significant problem.” Tragically, a lot of that furniture can’t even be sold, Padjen said. It’s passe! “People are looking for new items,” he said. “The demand that’s out there isn’t for stuff that is 2 and 3 years old. It’s for new products, especially on the retail floors.” Some of the inventory is also just … kinda wonky. Think chairs without their matching ottomans, or vice versa. “We were so desperate for product,” Epperson said, referring to upholstery in particular. “Our retailers would buy anything they could get just to not have an empty wagon.” Some portion of that inventory was moved during the height of the supply chain crisis, when freight was exceedingly high. Unusually high sticker prices for consumers were supposed to combat that. But now, even if that un-trendy furniture sells, it will likely be for far lower prices than intended. There are other quirks. Furniture makers have been on edge waiting for a federal rule around no-tip furniture, which could revamp how they test their wares. The strong dollar hasn’t been favorable to U.S.-based companies that manufacture overseas. “Since April, we’ve seen the dollar weaken, and that’s raised prices again,” Epperson said. “Some people who just lowered prices recently have begun to raise prices. You can’t make this up.” As a result, Padjen said the profitability of the early 2020s has been all but washed away. “The furniture industry probably enjoyed higher profitability [until early 2022],” he said. “But all this other stuff has pretty much taken all that.” Some say they’ve been able to lower prices without a massive hit to their margin, in part thanks to lower freight costs. Two high-end, business-to-business furniture vendors told Business of Home in February that declining freight rates have allowed them to slash prices, too. And, to return to my dumb Amazon mirror, I was stunned to learn that the piece is now about half the price I bought it for more than two years ago — even though the price of glass has skyrocketed since then. Dagnabit! Do you have a story to share about the furniture industry? Email rpremack@www.freightwaves.com. And don’t forget to subscribe to MODES for more supply chain gossip. Past the hype. Join operators, founders, and enterprise leaders figuring out how to deploy AI in supply chain. Industry-defining keynotes, rapid-fire technology demos, and industry leaders networking in experiences across Chattanooga - plus the inaugural F3 Awards Dinner featuring the FreightTech and Shipper of Choice reveals. Past the hype. Join operators, founders, and enterprise leaders figuring out how to deploy AI in supply chain. Industry-defining keynotes, rapid-fire technology demos, and industry leaders networking in experiences across Chattanooga - plus the inaugural F3 Awards Dinner featuring the FreightTech and Shipper of Choice reveals.",0
freightwaves.com,2023-07-12,2023 Shipper of Choice profile: HNI Corp.,https://www.freightwaves.com/news/2023-shipper-of-choice-profile-hni-corp,"The Shipper of Choice award, presented by FreightWaves in partnership with TriumphPay, recognizes the manufacturers, distributors and retailers that do the best job of keeping the American economy moving by fighting driver detention, providing accessible facilities and understanding what it takes to remove inefficiencies from the supply chain. Among the top 25 Shippers of Choice for 2023 is … HNI Corp. Office furnishings company HNI Corp. wants to have collaborative partnerships with its drivers, and that’s why the Muscatine, Iowa-headquartered company has been selected as a FreightWaves Shipper of Choice for 2023, according to nominators. HNI “consistently strives to be carrier and driver friendly. With preloaded freight that is almost always ready early, we can keep drivers moving, and don’t have to plan for unnecessary downtime for our team,” said Jesse Houseman, dedicated operations leader with carrier Ruan Transportation Management Systems. Houseman was referring to HNI’s workplace furnishings segment; HNI’s other business segment consists of residential building products. “They have designed their facilities to ensure the pickup process is convenient for the drivers with access to clean restrooms and a comfortable environment to relax and take a quick break,” Houseman said. Indeed, “great facilities for drivers” at HNI’s distribution centers was one of the deciding factors for HNI’s being named to FreightWaves’ Shippers of Choice list, which considers factors such as low detention times, driver friendliness and flexibility. In addition to its facilities for drivers, HNI also has an in-house driver app that enables more efficient communication and allows drivers to provide instant feedback on deliveries. The feedback consists of questions about restroom availability, ease of check-in and treatment of drivers, among other items. Since introducing the app, HNI has increased its internal responses to drivers’ feedback provided via the app, the company told FreightWaves. This year, more than 1,000 deliveries have been rated by drivers, HNI said. “They truly care about the driver experience, and follow up on every issue that the drivers bring to them,” Houseman said. HNI “is a great partner that has a Win-Win mentality with their logistics providers. Their actions exemplify what it means to be a Shipper of Choice.” This isn’t the first time HNI (NYSE: HNI) has been named a Shipper of Choice. The company also received that honor in 2020. “We have continuous team conversations about the significance of being a shipper of choice and the important role that drivers play in our business,” Eric Zillig, HNI vice president of distribution and logistics, told FreightWaves. “This includes investments in our shipping office facilities that provide drivers a comfortable lounge area and amenities when they are picking up our loads. We think of our drivers and carriers as ‘Trade Partners’ as they play an essential role in providing the end customer a great experience.” HNI recently completed its acquisition of Jasper, Indiana-based Kimball International, another commercial furnishings company. The merger will provide the market with “an unmatched comprehensive product offering positioned to benefit from post-pandemic trends,” HNI President and CEO Jeff Lorenger said in a June 1 release. TriumphPay is the transportation industry’s premier payment network, trusted by leading shippers, brokers, factors and carriers. Its innovative and highly automated fintech payment solution brings cost savings and efficiencies to antiquated transportation payment processes for network participants. Integrated financing options leverage the strength of TriumphPay’s parent bank and can provide liquidity and cash flow visibility. TriumphPay is a division of Triumph Financial, Inc. (NASDAQ: TFIN). Past the hype. Join operators, founders, and enterprise leaders figuring out how to deploy AI in supply chain. Industry-defining keynotes, rapid-fire technology demos, and industry leaders networking in experiences across Chattanooga - plus the inaugural F3 Awards Dinner featuring the FreightTech and Shipper of Choice reveals. Past the hype. Join operators, founders, and enterprise leaders figuring out how to deploy AI in supply chain. Industry-defining keynotes, rapid-fire technology demos, and industry leaders networking in experiences across Chattanooga - plus the inaugural F3 Awards Dinner featuring the FreightTech and Shipper of Choice reveals.",0
ajot.com,2023-07-12,Global coalition calls for digital labeling to reduce waste and increase consumer access to information,https://www.ajot.com/news/global-coalition-calls-for-digital-labeling-to-reduce-waste-and-increase-consumer-access-to-information,"The American Apparel & Footwear Association (AAFA), the International Apparel Federation (IAF), and 128 additional organizations from all corners of the globe, today delivered a letter to supranational, national, and local authorities around the world to modernize domestic textile, garment, footwear, and related accessories labeling requirements and legally allow more sustainable and economic, digital labels for required labeling information. The 130 signatories represent the global fashion and sportswear industry, and its enablers and stakeholders, including those representing materials such as leather, wool, and textiles; and those working to advance sustainability, circularity, and authenticity solutions. ""Consumers today want more information with less waste. The opportunities are endless if digital opportunities are unlocked. Purchasers will gain access to more detailed and accurate information about the textiles, garments, footwear, and related accessories they are considering buying, such as more in-depth materials and origin information. It also unlocks more information throughout the garment’s lifecycle, including details about resale, repair, rental, upcycling, or recycling. This is one tool for a more responsible and agile global industry,"" said AAFA president and CEO Steve Lamar. “We need the Federal Trade Commission, and sister agencies around the globe, to update their rules to give companies the option to meet labeling standards using digital means."" As the letter states, ""Shifting to the use of digital labels would significantly reduce labeling waste and significantly aid in decarbonization efforts, resulting in the elimination of at least 343,000 MT of CO2e from industry supply chains. ... With greater demand for more traceability, transparency, and accountability from all stakeholders in the industry’s global value chain, the time for supranational, national and local authorities to act and update these outdated, inflexible, and complex labeling requirements and empower their consumers with more accessible information through greener e-labeling is now."" ""It is crystal clear we need to progress to digital labelling for apparel and footwear. The global environment needs it, the industry wants it, and consumers are expecting it. A patchwork of often very old-fashioned legislation across the world is blocking the logical path to modern garment and footwear labelling. There is no alternative to full global industry collaboration and coordination to remove these roadblocks to achieve digital labeling faster,"" said IAF Secretary General Matthijs Crietee.",0
joc.com,2023-06-30,"Generative AI likely to be impactful in logistics, just not in a public-facing way",https://joc.com/article/generative-ai-likely-to-be-impactful-in-logistics-just-not-in-a-public-facing-way-5216272,"The logistics industry has been skeptical of new technologies that purport to drastically change the sector, with blockchain the most recent example. Photo credit: Flukycliks / Shutterstock.com. Logistics technology experts say the immediate impact of so-called large language models (LLMs) will be to accelerate software development and product iteration, while the longer-term impact will be a reshaping of how shippers manage the workflows underpinning their international freight moves. Nearly six months after ChatGPT, the most famous LLM, brought the potential of artificial intelligence (AI) into clearer focus for non-technical people, there remains some debate over how significant large language models are in pure business-to-business use cases. Part of the skepticism around such tools, also known as generative AI, is that the logistics industry has been burned in recent years by overhyped technologies that didn’t necessarily yield tangible progress. The most notable of those overhyped concepts was blockchain, which came to prominence in business circles in 2018, but has yet to find a transformative application in global logistics. Some logistics technology experts believe LLMs will change the way people in the industry interact with software. But others believe the industry is far from a reality where a logistics manager merely prompts a system to autonomously execute a shipment of goods across continents, as a consumer might prompt a smart home device to adjust the temperature in his or her house. Two clear patterns of impact around generative AI are, however, clearly emerging in logistics. First, the idea that industry-specific LLMs will be far more valuable than general purpose ones, such as ChatGPT. And second, that the immediate value of LLMs will be leveraged by software engineers and programmers that understand how to prompt such systems better than non-experts. The effectiveness of prompts — the art of asking an LLM the right questions to get the desired answers — is at the heart of whether generative AI can reach the potential many believe it has in the logistics world. “The most relevant use cases today that you see of AI are in customer support and customer service, with so much time spent emailing and answering phone calls,” Michael Wax, CEO of forwarder Forto, told the Journal of Commerce. “So just imagine how much time can be spent on resolving exceptions, making sure that clients are being treated in a much wider agenda and in a much more proactive fashion. I see tons and tons of potential there that I feel is still, today, very much undiscovered.” To be clear, LLMs are no novelty. Software providers in the logistics industry have, for years, yearned to build tools that make it easier for users to extract information from ever-increasing pools of data, or to execute transportation management commands on existing legacy systems. Some companies are even designed purely around the creation of logistics-specific chatbots, which leverage LLMs to enable machines to “converse” with humans. “The idea is to have a bot get you a shipping quote, track a shipment, book a shipment, responding back in real time,” said Matt Motsick, CEO of Rippey.ai, which builds logistics-specific bots for forwarders based on a proprietary LLM it has built. “With ChatGPT, you’re querying the internet, but it won’t answer business-related queries,” Motsick said. “You can’t get a shipping quote from ChatGPT. ChatGPT is great as an internal tool and as a research tool. But for a customer tool, ChatGPT alone won’t work.” Rippey.ai is an example of LLMs interfacing directly with users that aren’t AI experts. The goal, Motsick said, is to use LLMs to make interactions between businesses more efficient. After selling widely used freight rate management software vendor Catapult (now part of forwarding software vendor Magaya), Motsick founded Rippey.ai, formerly called RPA Labs, in 2017. He said logistics users should think of LLMs as “logistics language models.” “It’s trained on terms like FCL, LCL, CBM, so the chatbot knows exactly what the customer is looking for,” he said. “We spent four years building the logistics language model.” If Rippey.ai’s bots are an example of how LLMs are already assisting software users, some in the industry believe the biggest gains are to be made by programmers that know what they’re doing. The theory is that LLMs will accelerate software development by essentially expanding the capacity of engineer teams and enabling them to iterate products faster, because LLMs can also include coding languages, not just human languages. An executive at a global transportation and procurement management software provider responsible for 100 software engineers said LLMs are having exactly that impact. “It's hard to pin down, but it's probably 10 to 30% more velocity per person,” the executive, who did not want to be identified, told the Journal of Commerce. “It's like getting around 20 engineers for $1,000 per year per person.” “I don't think there’s been a genuine paradigm shift like this in my lifetime since cloud computing or maybe the arrival of smartphones,” the executive said. “That kind of economics simply has to result in massive changes. I think the world wants more code than it can get right now, so it won't lay people off. But we'll find out.” Expedock, a software provider catering to forwarders, earlier this year built a chatbot-like interface designed to inspect a business’s supply chain data and answer queries in responses understandable to humans. “The idea was for users not to have to slog through TMSs to get to the shipment data they need,” Expedock CEO King Alandy Dy said. “Personally, we believe that this will be one of the ways that businesses will interact with their supply chain data in the future. There are also many other interesting use cases that these AI models can address.” Expedock is also experimenting with using LLM in other ways: to improve supply chain forecasting and decision-making to return results in an understandable format; extracting insights from unstructured data sources such as emails, customer reviews and social media posts; and generating human-like text that can be used to automate responses to customer inquiries and improve communication with suppliers. “My team has some pretty crazy stuff they build for fun on the weekends,” Dy said. “There’s tons to be written about the wave of these new AI models that can drastically improve existing supply chain processes, and the innovation is just beginning.” John Motley, CEO of logistics software vendor LOG-NET, said generative AI has resulted in a “great awakening to years of progress in AI.” “ChatGPT and LLMs provided the epiphany of how close massive data sets combined with adaptive algorithms has gotten to human intelligence,” he said. AI is largely based on computational intelligence, the ability to determine outcomes based on processing larger and larger data sets through increasingly sophisticated algorithms, Motley said. “The common element of AI is that it is now generally accepted that the cognitive intelligence of machines, in some instances, is exceeding human cognitive intelligence,” he said. Motley, similar to Motsick, cautioned that LLMs without logistics context are of limited value. “You have to understand the business model deeply,” he said. “Training on human models may just make a creative, fast and what appears to be stupid machine. You need business, algorithmic and AI expertise, not just LLM expertise.” Contact Eric Johnson at eric.johnson@spglobal.com and follow him on Twitter: @LogTechEric. Senior Europe Editor Greg Knowler contributed to this report. © 2026 S&P Global. All rights reserved. Reproduction in whole or in part without permission is prohibited. You are permitted to print or download extracts from this material for your personal use only. None of this material may be used for any commercial or public use. For more information on reprints/eprints, please visit https://subscribe.joc.com/mediasolutions/.",0
ajot.com,2024-10-01,Bettaway enters third year partnering with We Make Supporting Innovative Jobs Program for Adults with Autism,https://www.ajot.com/news/bettaway-enters-third-year-partnering-with-we-make-supporting-innovative-jobs-program-for-adults-with-autism,"Bettaway Supply Chain Services is entering its third year partnering with local Pennington non-profit We Make - Autism at Work providing adults on the autism spectrum with meaningful jobs and career development opportunities. “This program is proof positive that a focused program and dedicated support resources can create an environment where those adults with autism can not only succeed in the workplace but develop meaningful, sustainable careers,” said John Vaccaro, President of Bettaway. “We are excited to continue this collaboration with We Make and look to expand the program going forward over the next 12 months.” “As a straightforward business operation, the program delivered on all counts,” Vaccaro noted, “Yet there was also something special happening, as we watched these individuals gain confidence in their abilities and skills, and frankly, joy in doing a job well and being recognized for that. There was a sense of accomplishment that you could see and feel.” Vaccaro also pointed to the pride that Bettaway employees have shown in the program, and their role in nurturing its positive impact and results. “Success means more than dollars and giving back is a core fundamental value we can all embrace in some form,” he noted. “Big things start with small things and small things take an effort to start. Our numbers shown here are impressive, and it started with one.” “The Bettaway team’s commitment to social equity, workforce development and vocational immersion for autistic adults has been a huge benefit to Middlesex County communities,” said Moe Siddiqu, We Make’s founding executive director. “They are an influencer of change, continuously amplifying efforts of industry inclusion for this deserving constituency and strengthening the fabric of their community one opportunity at a time.” Since implementing the We Make model in 2023 the Bettaway program has grown to provide wider access to sustainable job opportunities for the autism and IDD communities. Siddiqu emphasized that the year 1 focus was concentrated on validating the model, demonstrating the business value and promoting the benefits to the wider business community. Year two continued that focus while also working to further “close the gap between need and opportunity for young adults on the spectrum entering the workforce,” he noted. “Retaining 97% of program graduates as employees, the We Make - Bettaway Program shows proof of concept that there is a more innovative way to address the vast unemployment within the autism and IDD community,” Siddiqu explained. “The recipe is simply to commit to the effort, believe in their abilities, build their skills and offer an opportunity to apply themselves to let the individual control the reigns of their life's future. Together, We Make and Bettaway will continue to trailblaze a better tomorrow.” Bettaway is a family-owned supply chain services company that provides freight trucking, warehousing, inventory management, product packing, order fulfillment and pallet supply, and logistics management services for beverage and consumer products companies through New Jersey and the northeast U.S. Founded in 2017, We Make is a non-profit skills development and workforce management organization dedicated to supporting persons with autism, an autism spectrum disorder or IDD. We Make supports businesses with specialized training and support programs enabling meaningful workplace opportunities where autistic adults can succeed on their own in compatible work environments. As well, participating businesses gain dependable, skilled, high-performing employees at a cost typically less hiring from traditional temporary agencies. The We Make program builds upon Bettaway’s experience providing career opportunities for autistic adults. The company previously worked with the Rutgers Center for Adult Autism Services, providing jobs during the pandemic for the program’s participants. “That experience gave us the incentive to do more, to more deeply engage in meaningful support for autistics adults, and also address hiring needs with quality workers,” noted Vaccaro, whose son, Frankie, is on the autism spectrum. According to We Make, with about 1 in 68 children in the U.S. having been identified with an Autism Spectrum Disorder (ASD), the lack of programs and sustainable work situations for adults with autism will only become more acute. Vaccaro plans to grow Bettaway’s collaboration with We Make as the program enters its third year. The warehousing and fulfillment business “is an ideal work environment for autistics adults in which they can thrive,” he notes, adding that today’s graduates become mentors and positive role models for others on the spectrum who come behind them. “That’s where I really get inspired, seeing these individuals with so much potential earning their success and fulfilling a dream for themselves and their parents.”",0
ajot.com,2023-11-25,Airbus and Boeing poised for major Thai Airways widebody order,https://www.ajot.com/news/airbus-and-boeing-poised-for-major-thai-airways-widebody-order,"Thai Airways International Pcl is considering a possible order for as many as 90 mostly widebody aircraft from Airbus SE and Boeing Co. as part of a longterm fleet renewal, according to people familiar with the matter. The airline intends to add as many as 80 twin-aisle jets in a mix of firm orders, options and purchase rights, said the people, asking not to be identified because the discussions are private. It is also closing in on a deal to lease about a dozen smaller narrowbodies, some of the people said. An order of that magnitude would extend a rush for widebody aircraft this year as airlines look to renew their fleets with more modern, fuel-efficient engines. Boeing brought back a huge order from Emirates this month at the Dubai Air Show, and Airbus has won an unprecedented number of commitments for its A350 model this year. Thai Airways Chief Executive Officer Chai Eamsiri said in an interview in June that the airline would formally send out a so-called request for proposal to both Airbus and Boeing that month for aircraft it expects to receive starting in 2026. At the time, the CEO said he’s in the market for about 30 new widebody jets as well as well as several more A321neos for its regional Thai Smile unit. The airline declined to comment on the latest discussions. One of the people said the order may consist of as many as 40 aircraft from Boeing, most likely the 787 Dreamliner model. An Airbus order hinges on engine-maker Rolls-Royce Holdings Plc, the sole-supplier for A350 and A330neo jets, the people said. Eamsiri has criticized Rolls Royce for its tougher stance on pricing. Thai Airways operates about 65 aircraft, down from 103 before the Covid pandemic, and is still in a court-supervised debt-rehabilitation plan after filing for bankruptcy protection in 2020. More than 50% of its staff were laid off as part of an overhaul. On Nov. 10, the company reported a fourth-straight quarterly profit for the first time in its history. Thai Airways aims to exit its debt restructuring next year.",0
joc.com,2024-03-06,TPM24: Industry veteran sees little value in ocean carriers integrating logistics services,https://joc.com/article/tpm24-industry-veteran-sees-little-value-in-ocean-carriers-integrating-logistics-services-5241059,"Forwarders thrive in the relationship aspect of container shipping and “know how to solve problems,” industry veteran Otto Schacht told TPM24. Photo credit: CaughtintheMoment.com. A long-serving executive at both Hapag-Lloyd and Kuehne+Nagel advised ocean carriers Tuesday to abandon ambitions of providing all-in-one logistics offerings, saying shippers would rather control their own non-ocean transportation services and that forwarders will continue to play a major role in container shipping. Otto Schacht, whose more than 40 years of experience includes leading Kuehne+Nagel’s sea logistics business and managing European and US trade lanes for Hapag-Lloyd, told attendees at the Journal of Commerce’s TPM24 conference in Long Beach that forwarders of all sizes will remain an important part of the industry due to the complexity of international trade. He added that forwarders’ high-touch customer service is key to their ongoing viability. “The forwarding industry is a very fragmented business,” Schacht, now an advisor to Kuehne+Nagel, said. “If the big guys — Kuehne+Nagel, DHL, DB Schenker — do 25 million TEUs, you still have 50 million TEUs out there which is controlled by thousands of small forwarders and NVOs (non-vessel-operating common carriers), probably a lot of them sitting in this room. This will not change. “The smaller the forwarder is, they cover a niche and provide very good customer service,” he added. “It’s a people business and they know how to solve problems.” Ocean carriers have sought to get closer to shippers through their own forwarding services, such as Maersk’s logistics business that it built up following the 2005 acquisition of the former Damco brand and CMA CGM’s 2019 purchase of CEVA Logistics. The two ocean carriers have taken separate strategies, with Maersk looking to sell its logistics services alongside its ocean service, while CEVA operates more independently of its parent. Given the variability in pricing and service levels available among other links in the supply chain, Schacht said a standalone forwarder that can pick and choose services among a variety of vendors will provide the better overall transportation service. “As a standalone company, any forwarder on its own can be very successful,” he said. “I believe that what CMA does is the better solution,” Schacht added. “Time will tell whether the Maersk solution works because customers still separate contract logistics, overland, sea freight and air freight tenders.” Schacht said shippers also might be wary of committing their entire logistics plan to an ocean carrier, given the history of container lines entering and exiting businesses as cycles turn. But by being asset-light, forwarders can more easily make it through a downturn and be ready for customers when they return. “I hated forwarders at the beginning of my career when they started to get into the business,” Schacht said. “Why did the forwarders get into the business? Because carriers, whenever they lost money, started to close down sales offices, they started to close down services.” “At one point in my career, Hapag-Lloyd handled LCL [less-than-container load],” Schacht said. “Carriers gave up the LCL cargo, so forwarders stepped in.” Despite an on-again, off-again commitment to services outside of ocean shipping, Schacht praised major shipping magnates such as Gianluigi Apone and Jacques Saadé for risking billions of dollars over the years to invest in shipping. He added that it’s not surprising that Mediterranean Shipping Co. and CMA CGM remain private as Wall Street investors could not stomach the varying nature of the commercial shipping business. “Without the courage of these private parties, global trade would not be possible,” Schacht said. “They took huge risk to invest in assets that will have to last 20 to 30 years.” Contact Michael Angell at michael.angell@spglobal.com. © 2026 S&P Global. All rights reserved. Reproduction in whole or in part without permission is prohibited. You are permitted to print or download extracts from this material for your personal use only. None of this material may be used for any commercial or public use. For more information on reprints/eprints, please visit https://subscribe.joc.com/mediasolutions/.",0
ajot.com,2024-09-23,"New, first-of-its-kind interagency sea level rise website is live",https://www.ajot.com/news/new-first-of-its-kind-interagency-sea-level-rise-website-is-live,"For the first time, the public has access to a whole-of-government, comprehensive online resource all about sea level rise: SeaLevel.GlobalChange.gov. On behalf of the U.S. Interagency Task Force on Sea Level Change, today the U.S. Global Change Research Program officially released the new site. SeaLevel.GlobalChange.gov pairs a dynamic delivery of the latest research on sea level change with foundational educational content on how and why sea level rise is happening, its impacts and actions that can be taken to address the challenges coastal communities face from rising seas.",0
ajot.com,2023-08-28,CMA CGM to open a new agency in Barbados,https://www.ajot.com/news/cma-cgm-to-open-a-new-agency-in-barbados,"posted by AJOT | Aug 28 2023 at 11:46 AM | Maritime | Liner Shipping New CMA CGM agency opened in Barbados on August 1st, 2023:",0
ajot.com,2024-10-01,Companies have planned for US East Coast ports strike,https://www.ajot.com/news/companies-have-planned-for-us-east-coast-ports-strike,"Some 45,000 union workers walked off the job at seaports on the U.S. East and Gulf Coasts on Oct. 1, cutting off vital trade arteries just weeks ahead of the nation's presidential election. The International Longshoremen's Association (ILA) union, which represents dockworkers across 36 ports on the U.S. East Coast and the Gulf of Mexico, remains deadlocked with the United States Maritime Alliance (USMX) employer group on wage issues. Here is what global companies and stakeholders have said regarding a potential strike: Costco U.S. retailer Costco's contingency plans Wholesale include pre-shipping some products to get in different ports, Costco's CEO Ron Vachris said Maersk The Danish shipping and logistics giant said on activities, container availability, and overall The company has said it will introduce a port disruption surcharge on all cargo moving to and terminals from Oct. 21 ranging from $1,500 to C.H. ""We have been working on contingency plans with Robinson customers for months, helping them import freight early and diversify freight to other ports,"" Mia Ginter, director of North American shipping, told Reuters. A significant volume shift to the West Coast could challenge rail services, requiring more use of truck and Maher Maher and Maersk's APM, which are members of Terminals the employer negotiating group (USMX), said and APM they were keeping their terminals at the Port Terminals of New York and New Jersey open for two additional hours to clear cargo before the Garden The Garden City Terminal at the Port of City Savannah and the Norfolk International Terminal Terminal at the Port of Virginia have also extended and their gate hours for the weekend before Sept. Hapag-Llo The shipping giant has said it is closely yd monitoring the strike situation and will keep customers involved as developments unfold. Andreas The German chainsaw manufacturer Andreas Stihl Stihl AG AG & Co told Reuters it is also developing & Co contingency plans to keep exports flowing from its factory near the Port of Virginia, but didn't elaborate. Stihl's U.S. plant ships Designer Ronnie Robinson, chief supply chain officer at Brands DSW parent company Designer Brands, said the company has shifted half of its usual imports through the East Coast to the West Coast. Robinson added that his company cannot risk Nordstrom, and Dillard's department stores, even if it means paying more for shipments. National NAM CEO Jay Timmons said a strike would throw Associati manufacturing supply chains throughout the U.S. on of into disarray. ""Billions of dollars of goods - Manufactu from food to vehicles to electronics - rely on rers access to the East and Gulf Coast ports,"" Inter ""We are closely monitoring the situation and IKEA, hope for an agreement between the parties as which soon as possible. It is too early to comment on makes any possible constraints the strike might have",1
ajot.com,2023-08-30,"Australia, EU restart trade talks in bid to break FTA deadlock",https://www.ajot.com/news/australia-eu-restart-trade-talks-in-bid-to-break-fta-deadlock,"Australia and the European Union will resume talks on a free trade agreement on Thursday after negotiations broke down in July amid disagreements over market access for Australian agricultural exports. Australian Trade Minister Don Farrell and EU Commissioner Valdis Dombrovskis will hold talks via teleconference in an attempt to bridge the gap in the two sides’ positions, Farrell’s office said Thursday. The stalemate in talks dashed hopes to have the free trade agreement finalized by the middle of the year. The Australian negotiating team maintained the EU wasn’t offering enough in return for demands including the removal of geographical locators of produce, such as prosecco and brie. At the same time, EU negotiators insisted they were unable to move on import quotas for Australian agricultural products. “We are prepared to persevere and persist until we get the right result both for Australia and Europe,” Farrell said in Brussels in July. Farrell has invited Dombrovskis to travel to Australia for face-to-face talks. The EU is hoping the agreement could lead to greater access to Australia’s large reserves of critical minerals such as lithium, which are vital for high-tech manufacturing and the green energy transition.",1
